subject_id,trial_number,trial_id,target_sentence,target_side,other_side,trial_type,date_stamp,time_stamp,side_chosen,accuracy,rt,play_counter,order,sentence_type,animacy
nb3vS6MAGwB57xfdb8LxM8R21,1,6dop,Piglet_will_show_the_fish_the_plate,right,left,training,7/18/2019,14:45,right,1,12330.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,2,12dop,Winnie_the_pooh_will_show_the_duck_the_frisbee,right,left,training,7/18/2019,14:45,right,1,1842.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,3,9dop,Dora_the_explorer_will_bring_the_hippo_the_spoon,right,left,training,7/18/2019,14:45,right,1,9527.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,4,10dop,Boots_will_send_the_caterpillar_the_flower,right,left,training,7/18/2019,14:45,right,1,3115.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,5,8dop,Chase_will_give_the_kitten_the_bisuit,right,left,training,7/18/2019,14:45,right,1,3402.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,6,11dop,Marshall_will_pass_the_bee_the_gloves,left,right,training,7/18/2019,14:45,left,1,10641.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,7,5dop,The_girl_will_pass_the_sheep_the_dress,left,right,training,7/18/2019,14:45,left,1,2326.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,8,2dop,Tigger_will_give_the_zebra_the_bottle,left,right,training,7/18/2019,14:45,left,1,2694.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,9,3dop,Rebecca_Rabbit_will_bring_the_chicken_the_pencil,left,right,training,7/18/2019,14:45,left,1,833.3389999999999,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,10,1dop,The_boy_will_throw_the_bear_the_cheese,left,right,training,7/18/2019,14:45,left,1,3501.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,11,7dop,Bob_the_builder_will_throw_the_penguin_the_shoe,right,left,training,7/18/2019,14:45,left,0,4491.339,1,Post,DO,Pred
nb3vS6MAGwB57xfdb8LxM8R21,12,4dop,George_will_send_the_donkey_the_brush,left,right,training,7/18/2019,14:45,left,1,2694.339,1,Post,DO,Pred
