"subject_id" "trial_number" "trial_id" "target_sentence" "target_side" "other_side" "trial_type" "date_stamp" "time_stamp" "side_chosen" "accuracy" "rt" "play_counter" "order" "sentence_type" "animacy" "version"
"BdGSOufSBwUolVRT3rOkCuppF" 2 "6doup" "Piglet_will_show_the_fish_the_ant" "right" "left" "training" "8/28/2022" "13:10" "right" 1 3829.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 3 "4doup" "George_will_send_the_donkey_the_fox" "left" "right" "training" "8/28/2022" "13:10" "left" 1 4379.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 4 "5doup" "The_girl_will_pass_the_sheep_the_bird" "left" "right" "training" "8/28/2022" "13:10" "left" 1 6109.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 5 "8doup" "Chase_will_give_the_kitten_the_deer" "right" "left" "training" "8/28/2022" "13:10" "right" 1 6955.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 6 "3doup" "Rebecca_Rabbit_will_bring_the_chicken_the_frog" "right" "left" "training" "8/28/2022" "13:10" "right" 1 16125.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 7 "10doup" "Boots_will_send_the_caterpillar_the_pig" "right" "left" "training" "8/28/2022" "13:10" "right" 1 2427.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 8 "11doup" "Marshall_will_pass_the_bee_the_goat" "right" "left" "training" "8/28/2022" "13:10" "right" 1 4221.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 9 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "left" "right" "training" "8/28/2022" "13:10" "left" 1 3915.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 10 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "left" "right" "training" "8/28/2022" "13:10" "left" 1 6601.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 11 "1doup" "The_boy_will_throw_the_bear_the_dinosaur" "left" "right" "training" "8/28/2022" "13:10" "left" 1 3950.748 1 "Pre" "DO" "NonPred" "New-bis"
"BdGSOufSBwUolVRT3rOkCuppF" 12 "7doup" "Bob_the_builder_will_throw_the_penguin_the_dog" "left" "right" "training" "8/28/2022" "13:10" "left" 1 7117.748 1 "Pre" "DO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 1 "2poup" "Tigger_will_give_the_butterfly_to_the_zebra" "right" "left" "training" "2/4/2022" "15:36" "right" 1 6955.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 2 "10poup" "Boots_will_send_the_pig_to_the_caterpillar" "left" "right" "training" "2/4/2022" "15:36" "left" 1 6317.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 3 "11poup" "Marshall_will_pass_the_goat_to_the_bee" "left" "right" "training" "2/4/2022" "15:36" "left" 1 5506.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 4 "4poup" "George_will_send_the_fox_to_the_donkey" "left" "right" "training" "2/4/2022" "15:36" "left" 1 5418.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 5 "5poup" "The_girl_will_pass_the_bird_to_the_sheep" "right" "left" "training" "2/4/2022" "15:36" "right" 1 6981.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 6 "7poup" "Bob_the_builder_will_throw_the_dog_to_the_penguin" "left" "right" "training" "2/4/2022" "15:36" "left" 1 7641.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 7 "12poup" "Winnie_the_pooh_will_show_the_owl_to_the_duck" "right" "left" "training" "2/4/2022" "15:36" "right" 1 6215.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 8 "6poup" "Piglet_will_show_the_ant_to_the_fish" "left" "right" "training" "2/4/2022" "15:36" "left" 1 5685.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 9 "3poup" "Rebecca_Rabbit_will_bring_the_frog_to_the_chicken" "right" "left" "training" "2/4/2022" "15:36" "right" 1 4425.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 10 "9poup" "Dora_the_explorer_will_bring_the_cow_to_the_hippo" "right" "left" "training" "2/4/2022" "15:36" "right" 1 7059.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 11 "1poup" "The_boy_will_throw_the_dinosaur_to_the_bear" "right" "left" "training" "2/4/2022" "15:36" "right" 1 6510.44 1 "Post" "PO" "NonPred" "New-bis"
"C7NdE4AywSmrlfVdT853HysYt" 12 "8poup" "Chase_will_give_the_deer_to_the_kitten" "left" "right" "training" "2/4/2022" "15:36" "left" 1 6166.44 1 "Post" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 1 "11poup" "Marshall_will_pass_the_goat_to_the_bee" "left" "right" "training" "11/30/2021" "16:13" "left" 1 17190.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 2 "4poup" "George_will_send_the_fox_to_the_donkey" "right" "left" "training" "11/30/2021" "16:13" "right" 1 8052.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 3 "10poup" "Boots_will_send_the_pig_to_the_caterpillar" "left" "right" "training" "11/30/2021" "16:13" "left" 1 8537.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 4 "2poup" "Tigger_will_give_the_butterfly_to_the_zebra" "left" "right" "training" "11/30/2021" "16:13" "left" 1 9368.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 5 "9poup" "Dora_the_explorer_will_bring_the_cow_to_the_hippo" "left" "right" "training" "11/30/2021" "16:13" "left" 1 6600.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 6 "6poup" "Piglet_will_show_the_ant_to_the_fish" "left" "right" "training" "11/30/2021" "16:13" "left" 1 3310.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 7 "5poup" "The_girl_will_pass_the_bird_to_the_sheep" "right" "left" "training" "11/30/2021" "16:13" "right" 1 4254.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 8 "1poup" "The_boy_will_throw_the_dinosaur_to_the_bear" "right" "left" "training" "11/30/2021" "16:13" "right" 1 10058.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 9 "8poup" "Chase_will_give_the_deer_to_the_kitten" "right" "left" "training" "11/30/2021" "16:13" "right" 1 7986.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 10 "3poup" "Rebecca_Rabbit_will_bring_the_frog_to_the_chicken" "right" "left" "training" "11/30/2021" "16:13" "right" 1 12336.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 11 "7poup" "Bob_the_builder_will_throw_the_dog_to_the_penguin" "right" "left" "training" "11/30/2021" "16:13" "right" 1 9425.906 1 "Pre" "PO" "NonPred" "New-bis"
"d1ktpSfErH4wddABU1quVIeib" 12 "12poup" "Winnie_the_pooh_will_show_the_owl_to_the_duck" "left" "right" "training" "11/30/2021" "16:13" "left" 1 10193.906 1 "Pre" "PO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 1 "10doup" "Boots_will_send_the_caterpillar_the_pig" "left" "right" "training" "3/1/2022" "11:59" "left" 1 10650.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 2 "4doup" "George_will_send_the_donkey_the_fox" "left" "right" "training" "3/1/2022" "11:59" "left" 1 6616.187 2 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 3 "9doup" "Dora_the_explorer_will_bring_the_hippo_the_cow" "right" "left" "training" "3/1/2022" "11:59" "right" 1 8520.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 4 "11doup" "Marshall_will_pass_the_bee_the_goat" "left" "right" "training" "3/1/2022" "11:59" "left" 1 6688.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 5 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "right" "left" "training" "3/1/2022" "11:59" "right" 1 10806.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 6 "5doup" "The_girl_will_pass_the_sheep_the_bird" "right" "left" "training" "3/1/2022" "11:59" "right" 1 7153.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 7 "8doup" "Chase_will_give_the_kitten_the_deer" "left" "right" "training" "3/1/2022" "11:59" "left" 1 6210.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 8 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "right" "left" "training" "3/1/2022" "11:59" "right" 1 8115.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 9 "1doup" "The_boy_will_throw_the_bear_the_dinosaur" "left" "right" "training" "3/1/2022" "11:59" "left" 1 8035.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 10 "6doup" "Piglet_will_show_the_fish_the_ant" "left" "right" "training" "3/1/2022" "11:59" "left" 1 4713.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 11 "7doup" "Bob_the_builder_will_throw_the_penguin_the_dog" "right" "left" "training" "3/1/2022" "11:59" "right" 1 7913.187 1 "Pre" "DO" "NonPred" "New-bis"
"EHn84mcF7lpjQ0uR89Bzd0cEQ" 12 "3doup" "Rebecca_Rabbit_will_bring_the_chicken_the_frog" "right" "left" "training" "3/1/2022" "11:59" "right" 1 6952.187 1 "Pre" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 1 "1doup" "The_boy_will_throw_the_bear_the_dinosaur" "left" "right" "training" "8/24/2022" "11:10" "left" 1 13348.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 2 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "right" "left" "training" "8/24/2022" "11:10" "right" 1 4118.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 3 "8doup" "Chase_will_give_the_kitten_the_deer" "left" "right" "training" "8/24/2022" "11:10" "left" 1 4342.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 4 "3doup" "Rebecca_Rabbit_will_bring_the_chicken_the_frog" "left" "right" "training" "8/24/2022" "11:10" "left" 1 2174.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 5 "6doup" "Piglet_will_show_the_fish_the_ant" "right" "left" "training" "8/24/2022" "11:10" "right" 1 1779.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 6 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "right" "left" "training" "8/24/2022" "11:10" "right" 1 3848.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 7 "7doup" "Bob_the_builder_will_throw_the_penguin_the_dog" "left" "right" "training" "8/24/2022" "11:10" "left" 1 4124.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 8 "9doup" "Dora_the_explorer_will_bring_the_hippo_the_cow" "right" "left" "training" "8/24/2022" "11:10" "right" 1 3668.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 9 "10doup" "Boots_will_send_the_caterpillar_the_pig" "left" "right" "training" "8/24/2022" "11:10" "left" 1 1469.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 10 "5doup" "The_girl_will_pass_the_sheep_the_bird" "right" "left" "training" "8/24/2022" "11:10" "right" 1 2569.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 11 "4doup" "George_will_send_the_donkey_the_fox" "right" "left" "training" "8/24/2022" "11:10" "right" 1 1348.84 1 "Post" "DO" "NonPred" "New-bis"
"FKOWco7JzGGNUisILwXUWCJMZ" 12 "11doup" "Marshall_will_pass_the_bee_the_goat" "left" "right" "training" "8/24/2022" "11:10" "left" 1 2199.84 1 "Post" "DO" "NonPred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 1 "3dop" "Rebecca_Rabbit_will_bring_the_chicken_the_pencil" "right" "left" "training" "12/23/2021" "14:31" "right" 1 12827.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 2 "9dop" "Dora_the_explorer_will_bring_the_hippo_the_spoon" "left" "right" "training" "12/23/2021" "14:31" "left" 1 11144.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 3 "12dop" "Winnie_the_pooh_will_show_the_duck_the_frisbee" "left" "right" "training" "12/23/2021" "14:31" "left" 1 9882.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 4 "8dop" "Chase_will_give_the_kitten_the_bisuit" "right" "left" "training" "12/23/2021" "14:31" "right" 1 5433.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 5 "11dop" "Marshall_will_pass_the_bee_the_gloves" "left" "right" "training" "12/23/2021" "14:31" "left" 1 3221.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 6 "7dop" "Bob_the_builder_will_throw_the_penguin_the_shoe" "right" "left" "training" "12/23/2021" "14:31" "right" 1 8719.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 7 "4dop" "George_will_send_the_donkey_the_brush" "left" "right" "training" "12/23/2021" "14:31" "left" 1 7728.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 8 "2dop" "Tigger_will_give_the_zebra_the_bottle" "right" "left" "training" "12/23/2021" "14:31" "right" 1 8526.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 9 "6dop" "Piglet_will_show_the_fish_the_plate" "left" "right" "training" "12/23/2021" "14:31" "left" 1 9405.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 10 "5dop" "The_girl_will_pass_the_sheep_the_dress" "left" "right" "training" "12/23/2021" "14:31" "left" 1 7535.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 11 "1dop" "The_boy_will_throw_the_bear_the_cheese" "right" "left" "training" "12/23/2021" "14:31" "right" 1 7033.634 1 "Pre" "DO" "Pred" "New-bis"
"HvX7yFi9aEQokrzpGQf6BLTFO" 12 "10dop" "Boots_will_send_the_caterpillar_the_flower" "right" "left" "training" "12/23/2021" "14:31" "right" 1 5783.634 1 "Pre" "DO" "Pred" "New-bis"
"IH45juG3hcxSu3Lbax7Km1Erd" 1 "1dop" "The_boy_will_throw_the_bear_the_cheese" "left" "right" "training" "7/28/2022" "15:36" "left" 1 8272.661 1 "Pre" "DO" "Pred" "New-bis"
