"subject_id" "trial_number" "trial_id" "target_sentence" "target_side" "other_side" "trial_type" "date_stamp" "time_stamp" "side_chosen" "accuracy" "rt" "play_counter" "order" "sentence_type" "animacy" "version"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 1 "6doup" "Piglet_will_show_the_fish_the_ant" "left" "right" "training" "2/7/2020" "10:10" "left" 1 16835.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 2 "4doup" "George_will_send_the_donkey_the_fox" "right" "left" "training" "2/7/2020" "10:10" "right" 1 7349.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 3 "10doup" "Boots_will_send_the_caterpillar_the_pig" "right" "left" "training" "2/7/2020" "10:10" "right" 1 7770.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 4 "7doup" "Bob_the_builder_will_throw_the_penguin_the_dog" "left" "right" "training" "2/7/2020" "10:10" "left" 1 10699.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 5 "8doup" "Chase_will_give_the_kitten_the_deer" "right" "left" "training" "2/7/2020" "10:10" "right" 1 9956.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 6 "3doup" "Rebecca_Rabbit_will_bring_the_chicken_the_frog" "left" "right" "training" "2/7/2020" "10:10" "left" 1 7596.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 7 "5doup" "The_girl_will_pass_the_sheep_the_bird" "right" "left" "training" "2/7/2020" "10:10" "right" 1 9471.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 8 "11doup" "Marshall_will_pass_the_bee_the_goat" "left" "right" "training" "2/7/2020" "10:10" "left" 1 8669.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 9 "1doup" "The_boy_will_throw_the_bear_the_dinosaur" "left" "right" "training" "2/7/2020" "10:10" "left" 1 10053.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 10 "9doup" "Dora_the_explorer_will_bring_the_hippo_the_cow" "right" "left" "training" "2/7/2020" "10:10" "right" 1 8879.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 11 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "left" "right" "training" "2/7/2020" "10:10" "left" 1 9999.352 1 "Pre" "DO" "NonPred" "New"
"8kaNIeSDBgRxeXk4sd8m2I8EY" 12 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "right" "left" "training" "2/7/2020" "10:10" "right" 1 10251.352 1 "Pre" "DO" "NonPred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 1 "6pop" "Piglet_will_show_the_plate_to_the_fish" "right" "left" "training" "2/7/2020" "11:09" "right" 1 8980.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 2 "9pop" "Dora_the_explorer_will_bring_the_spoon_to_the_hippo" "left" "right" "training" "2/7/2020" "11:09" "left" 1 9261.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 3 "3pop" "Rebecca_Rabbit_will_bring_the_pencil_to_the_chicken" "right" "left" "training" "2/7/2020" "11:09" "right" 1 7048.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 4 "5pop" "The_girl_will_pass_the_dress_to_the_sheep" "right" "left" "training" "2/7/2020" "11:09" "right" 1 8313.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 5 "12pop" "Winnie_the_pooh_will_show_the_frisbee_to_the_duck" "left" "right" "training" "2/7/2020" "11:09" "left" 1 8134.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 6 "4pop" "George_will_send_the_brush_to_the_donkey" "left" "right" "training" "2/7/2020" "11:09" "left" 1 8613.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 7 "1pop" "The_boy_will_throw_the_cheese_to_the_bear" "right" "left" "training" "2/7/2020" "11:09" "right" 1 9140.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 8 "2pop" "Tigger_will_give_the_bottle_to_the_zebra" "right" "left" "training" "2/7/2020" "11:09" "right" 1 8321.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 9 "11pop" "Marshall_will_pass_the_gloves_to_the_bee" "right" "left" "training" "2/7/2020" "11:09" "right" 1 6249.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 10 "8pop" "Chase_will_give_the_biscuit_to_the_kitten" "left" "right" "training" "2/7/2020" "11:09" "left" 1 6312.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 11 "10pop" "Boots_will_send_the_flower_to_the_caterpillar" "left" "right" "training" "2/7/2020" "11:09" "left" 1 6585.1857 1 "Post" "PO" "Pred" "New"
"964xqpw61MpUUIovrX2VDQNp3" 12 "7pop" "Bob_the_builder_will_throw_the_shoe_to_the_penguin" "left" "right" "training" "2/7/2020" "11:09" "left" 1 6285.1857 1 "Post" "PO" "Pred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 1 "11doup" "Marshall_will_pass_the_bee_the_goat" "left" "right" "training" "11/3/2019" "14:15" "left" 1 5600.184 1 "Pre" "DO" "NonPred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 2 "5doup" "The_girl_will_pass_the_sheep_the_bird" "right" "left" "training" "11/3/2019" "14:15" "right" 1 5919.184 1 "Pre" "DO" "NonPred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 3 "10doup" "Boots_will_send_the_caterpillar_the_pig" "right" "left" "training" "11/3/2019" "14:15" "right" 1 5340.184 1 "Pre" "DO" "NonPred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 4 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "left" "right" "training" "11/3/2019" "14:15" "left" 1 8387.184 1 "Pre" "DO" "NonPred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 5 "4doup" "George_will_send_the_donkey_the_fox" "left" "right" "training" "11/3/2019" "14:15" "left" 1 6480.184 1 "Pre" "DO" "NonPred" "New"
"aNT3ADMhXssPhLdkeHvoE09Zk" 6 "9doup" "Dora_the_explorer_will_bring_the_hippo_the_cow" "left" "right" "training" "11/3/2019" "14:15" "left" 1 13702.184 1 "Pre" "DO" "NonPred" "New"
