"","id","Phase","Predictability","TimeBin","SamplesInAOI","SamplesTotal","AOI","Elog","Weights","Prop","LogitAdjusted","ArcSin","Time","ot1","ot2","ot3","ot4","ot5","ot6","ot7"
"1026","SE23","Pre","Unpred",3,8,15,"ThemeAOI",0.125163142954006,3.984375,0.533333333333333,0.133531392624523,0.818756237602561,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1027","SE23","Pre","Unpred",4,15,22,"ThemeAOI",0.725937003382936,5.05434782608696,0.681818181818182,0.762140052046896,0.971482430377611,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1028","SE23","Pre","Unpred",5,16,25,"ThemeAOI",0.55206858230004,6.02884615384615,0.64,0.575364144903562,0.927295218001612,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1029","SE23","Pre","Unpred",6,16,28,"ThemeAOI",0.27763173659828,7.11206896551724,0.571428571428571,0.287682072451781,0.857071947850131,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1030","SE23","Pre","Unpred",7,16,30,"ThemeAOI",0.129211731480006,7.71774193548387,0.533333333333333,0.133531392624523,0.818756237602561,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1031","SE23","Pre","Unpred",8,12,27,"ThemeAOI",-0.215111379616946,6.91964285714286,0.444444444444444,-0.22314355131421,0.729727656226966,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1032","SE23","Pre","Unpred",9,7,30,"ThemeAOI",-1.14209740060785,5.68548387096774,0.233333333333333,-1.18958406687384,0.504130041125521,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1033","SE23","Pre","Unpred",10,5,29,"ThemeAOI",-1.49392502531226,4.49166666666667,0.172413793103448,-1.56861591791385,0.428192755581941,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1034","SE23","Pre","Unpred",11,3,24,"ThemeAOI",-1.81528996663825,3.01,0.125,-1.94591014905531,0.361367123906708,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1035","SE23","Pre","Unpred",12,6,21,"ThemeAOI",-0.869037847023609,4.57954545454545,0.285714285714286,-0.916290731874155,0.563942641360629,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1036","SE23","Pre","Unpred",13,7,19,"ThemeAOI",-0.510825623765991,4.6875,0.368421052631579,-0.538996500732687,0.652251154838357,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1037","SE23","Train","Unpred",0,0,31,"ThemeAOI",-4.14313472639153,0.4921875,0,-4.8283137373023,0,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1038","SE23","Train","Unpred",1,2,31,"ThemeAOI",-2.46809953147162,2.3046875,0.0645161290322581,-2.67414864942653,0.256813917420807,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1039","SE23","Train","Unpred",2,4,33,"ThemeAOI",-1.8803128665695,3.90441176470588,0.121212121212121,-1.98100146886658,0.355602582980533,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1040","SE23","Train","Unpred",3,6,27,"ThemeAOI",-1.19625075823203,4.99107142857143,0.222222222222222,-1.25276296849537,0.490882678289311,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1041","SE23","Train","Unpred",4,7,31,"ThemeAOI",-1.18377009700842,5.7421875,0.225806451612903,-1.23214368129263,0.495181051695738,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1042","SE23","Train","Unpred",5,5,32,"ThemeAOI",-1.6094379124341,4.58333333333333,0.15625,-1.68639895357023,0.40637778068433,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1043","SE23","Train","Unpred",6,6,32,"ThemeAOI",-1.40534255609059,5.21969696969697,0.1875,-1.46633706879343,0.447832396928932,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1044","SE23","Train","Unpred",7,8,31,"ThemeAOI",-1.01693425765384,6.2421875,0.258064516129032,-1.05605267424931,0.532861868524515,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1045","SE23","Train","Unpred",8,7,33,"ThemeAOI",-1.26224171244991,5.84558823529412,0.212121212121212,-1.31218638896617,0.478632959524503,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1046","SE23","Train","Unpred",9,9,38,"ThemeAOI",-1.13309846473928,7.18589743589744,0.236842105263158,-1.17007125265025,0.508267246171284,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1047","SE23","Train","Unpred",10,12,35,"ThemeAOI",-0.631271776841858,8.15972222222222,0.342857142857143,-0.650587566141149,0.625546089066075,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1048","SE23","Train","Unpred",11,12,36,"ThemeAOI",-0.672944473242426,8.27702702702703,0.333333333333333,-0.693147180559945,0.615479708670387,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1049","SE23","Train","Unpred",12,10,40,"ThemeAOI",-1.06635142644989,7.8109756097561,0.25,-1.09861228866811,0.523598775598299,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1050","SE23","Train","Unpred",13,8,37,"ThemeAOI",-1.2443240998495,6.59868421052632,0.216216216216216,-1.28785428830664,0.483623942648961,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1051","SE24","Post","Pred",0,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1052","SE24","Post","Pred",1,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1053","SE24","Post","Pred",2,2,8,"ThemeAOI",-0.955511445027436,1.80555555555556,0.25,-1.09861228866811,0.523598775598299,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1054","SE24","Post","Pred",3,0,8,"ThemeAOI",-2.83321334405622,0.472222222222222,0,-4.8283137373023,0,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1055","SE24","Post","Pred",4,0,11,"ThemeAOI",-3.13549421592915,0.479166666666667,0,-4.8283137373023,0,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1056","SE24","Post","Pred",5,0,12,"ThemeAOI",-3.2188758248682,0.480769230769231,0,-4.8283137373023,0,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1057","SE24","Post","Pred",6,0,11,"ThemeAOI",-3.13549421592915,0.479166666666667,0,-4.8283137373023,0,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1058","SE24","Post","Pred",7,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1059","SE24","Post","Pred",8,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1060","SE24","Post","Pred",9,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1061","SE24","Post","Pred",10,0,9,"ThemeAOI",-2.94443897916644,0.475,0,-4.8283137373023,0,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1062","SE24","Post","Pred",11,0,8,"ThemeAOI",-2.83321334405622,0.472222222222222,0,-4.8283137373023,0,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1063","SE24","Post","Pred",12,0,9,"ThemeAOI",-2.94443897916644,0.475,0,-4.8283137373023,0,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1064","SE24","Post","Pred",13,0,9,"ThemeAOI",-2.94443897916644,0.475,0,-4.8283137373023,0,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1065","SE24","Pre","Pred",0,17,35,"ThemeAOI",-0.0555698511548108,8.99305555555556,0.485714285714286,-0.0571584138399485,0.771110504762802,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1066","SE24","Pre","Pred",1,18,36,"ThemeAOI",0,9.25,0.5,0,0.785398163397448,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1067","SE24","Pre","Pred",2,18,36,"ThemeAOI",0,9.25,0.5,0,0.785398163397448,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1068","SE24","Pre","Pred",3,18,36,"ThemeAOI",0,9.25,0.5,0,0.785398163397448,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1069","SE24","Pre","Pred",4,12,36,"ThemeAOI",-0.672944473242426,8.27702702702703,0.333333333333333,-0.693147180559945,0.615479708670387,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1070","SE24","Pre","Pred",5,12,36,"ThemeAOI",-0.672944473242426,8.27702702702703,0.333333333333333,-0.693147180559945,0.615479708670387,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1071","SE24","Pre","Pred",6,12,35,"ThemeAOI",-0.631271776841858,8.15972222222222,0.342857142857143,-0.650587566141149,0.625546089066075,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1072","SE24","Pre","Pred",7,11,36,"ThemeAOI",-0.796331416795176,7.92567567567568,0.305555555555556,-0.82098055206983,0.585685543457151,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1073","SE24","Pre","Pred",8,7,36,"ThemeAOI",-1.36948724280351,5.97972972972973,0.194444444444444,-1.42138568093116,0.456666385206626,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1074","SE24","Pre","Pred",9,13,33,"ThemeAOI",-0.417735200699979,8.13970588235294,0.393939393939394,-0.430782916092454,0.678525634291574,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1075","SE24","Pre","Pred",10,15,29,"ThemeAOI",0.0666913744986721,7.49166666666667,0.517241379310345,0.0689928714869516,0.802642961378288,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1076","SE24","Pre","Pred",11,12,30,"ThemeAOI",-0.392042087776024,7.45967741935484,0.4,-0.405465108108164,0.684719203002283,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1077","SE24","Pre","Pred",12,17,34,"ThemeAOI",0,8.75,0.5,0,0.785398163397448,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1078","SE24","Pre","Pred",13,18,34,"ThemeAOI",0.114410351177744,8.72142857142857,0.529411764705882,0.117783035656383,0.814826916370989,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1079","SE24","Train","Pred",0,16,64,"ThemeAOI",-1.0782034170369,12.3115384615385,0.25,-1.09861228866811,0.523598775598299,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1080","SE24","Train","Pred",1,15,61,"ThemeAOI",-1.09861228866811,11.625,0.245901639344262,-1.12059119538689,0.518853323665655,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1081","SE24","Train","Pred",2,18,66,"ThemeAOI",-0.963793065859158,13.3917910447761,0.272727272727273,-0.980829253011726,0.549467244757627,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1082","SE24","Train","Pred",3,15,60,"ThemeAOI",-1.0768723020317,11.5614754098361,0.25,-1.09861228866811,0.523598775598299,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1083","SE24","Train","Pred",4,17,49,"ThemeAOI",-0.619039208406224,11.375,0.346938775510204,-0.63252255874351,0.629839533948421,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1084","SE24","Train","Pred",5,31,59,"ThemeAOI",0.100083458556983,14.9625,0.525423728813559,0.101782694309943,0.810832860332471,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1085","SE24","Train","Pred",6,31,56,"ThemeAOI",0.211309093667207,14.0921052631579,0.553571428571429,0.215111379616946,0.839072621448383,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1086","SE24","Train","Pred",7,34,55,"ThemeAOI",0.472906388903697,13.2455357142857,0.618181818181818,0.481838086892738,0.904709029054316,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1087","SE24","Train","Pred",8,30,49,"ThemeAOI",0.447312218043665,11.895,0.612244897959184,0.456758402495715,0.898607881992764,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1088","SE24","Train","Pred",9,14,49,"ThemeAOI",-0.895384047054841,10.295,0.285714285714286,-0.916290731874155,0.563942641360629,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1089","SE24","Train","Pred",10,12,49,"ThemeAOI",-1.09861228866811,9.375,0.244897959183673,-1.12601126285622,0.51768713185845,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1090","SE24","Train","Pred",11,2,45,"ThemeAOI",-2.85647020622048,2.36413043478261,0.0444444444444444,-3.06805293513362,0.212412213739444,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1091","SE24","Train","Pred",12,0,45,"ThemeAOI",-4.51085950651685,0.494565217391304,0,-4.8283137373023,0,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1092","SE24","Train","Pred",13,0,48,"ThemeAOI",-4.57471097850338,0.494897959183673,0,-4.8283137373023,0,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1093","SE25","Post","Unpred",0,6,11,"ThemeAOI",0.167054084663166,2.97916666666667,0.545454545454545,0.182321556793954,0.830915552416156,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1094","SE25","Post","Unpred",1,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1095","SE25","Post","Unpred",2,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1096","SE25","Post","Unpred",3,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1097","SE25","Post","Unpred",4,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1098","SE25","Post","Unpred",5,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1099","SE25","Post","Unpred",6,6,12,"ThemeAOI",0,3.25,0.5,0,0.785398163397448,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1100","SE25","Post","Unpred",7,1,12,"ThemeAOI",-2.03688192726104,1.32692307692308,0.0833333333333333,-2.39789527279837,0.292842771728575,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1101","SE25","Post","Unpred",8,0,12,"ThemeAOI",-3.2188758248682,0.480769230769231,0,-4.8283137373023,0,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1102","SE25","Post","Unpred",9,0,10,"ThemeAOI",-3.04452243772342,0.477272727272727,0,-4.8283137373023,0,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1103","SE25","Post","Unpred",10,0,10,"ThemeAOI",-3.04452243772342,0.477272727272727,0,-4.8283137373023,0,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1104","SE25","Post","Unpred",11,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1105","SE25","Post","Unpred",12,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1106","SE25","Post","Unpred",13,0,6,"ThemeAOI",-2.56494935746154,0.464285714285714,0,-4.8283137373023,0,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1107","SE25","Pre","Unpred",0,20,26,"ThemeAOI",1.14862270924277,4.93518518518519,0.769230769230769,1.20397280432594,1.06970331352954,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1108","SE25","Pre","Unpred",1,13,22,"ThemeAOI",0.351397886837889,5.57608695652174,0.590909090909091,0.367724780125318,0.876815731893903,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1109","SE25","Pre","Unpred",2,12,26,"ThemeAOI",-0.148420005118273,6.71296296296296,0.461538461538462,-0.154150679827258,0.746898593069036,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1110","SE25","Pre","Unpred",3,12,30,"ThemeAOI",-0.392042087776024,7.45967741935484,0.4,-0.405465108108164,0.684719203002283,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1111","SE25","Pre","Unpred",4,12,34,"ThemeAOI",-0.587786664902119,8.03571428571429,0.352941176470588,-0.606135803570315,0.63613206280501,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1112","SE25","Pre","Unpred",5,12,35,"ThemeAOI",-0.631271776841858,8.15972222222222,0.342857142857143,-0.650587566141149,0.625546089066075,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1113","SE25","Pre","Unpred",6,11,35,"ThemeAOI",-0.756326082181477,7.82638888888889,0.314285714285714,-0.780158557549575,0.595124567552538,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1114","SE25","Pre","Unpred",7,7,32,"ThemeAOI",-1.22377543162212,5.79545454545455,0.21875,-1.27296567581289,0.486694955074773,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1115","SE25","Pre","Unpred",8,6,32,"ThemeAOI",-1.40534255609059,5.21969696969697,0.1875,-1.46633706879343,0.447832396928932,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1116","SE25","Pre","Unpred",9,6,36,"ThemeAOI",-1.54592450671177,5.35810810810811,0.166666666666667,-1.6094379124341,0.420534335283965,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
"1117","SE25","Pre","Unpred",10,6,36,"ThemeAOI",-1.54592450671177,5.35810810810811,0.166666666666667,-1.6094379124341,0.420534335283965,1,0.232047740446129,-0.0741249316661101,-0.314270488500608,-0.249345384951578,0.0577419013640566,0.321857946140012,0.310403357235488
"1118","SE25","Pre","Unpred",11,5,32,"ThemeAOI",-1.6094379124341,4.58333333333333,0.15625,-1.68639895357023,0.40637778068433,1.1,0.298347094859308,0.0741249316661101,-0.211651553480001,-0.357756421887046,-0.272211820716268,-0.0155966405618508,0.26116089829728
"1119","SE25","Pre","Unpred",12,2,19,"ThemeAOI",-1.94591014905531,2.1875,0.105263157894737,-2.14006616349627,0.330422647911483,1.2,0.364646449272488,0.259437260831385,0.0352752589133335,-0.208691246100777,-0.385633412681379,-0.452302576293672,-0.415922912103075
"1120","SE25","Pre","Unpred",13,10,28,"ThemeAOI",-0.566395474920801,6.69827586206897,0.357142857142857,-0.587786664902119,0.640522312679424,1.3,0.430945803685667,0.481812055829716,0.458578365873336,0.3875694570443,0.29489613910929,0.20275632730406,0.125744136217209
"1121","SE25","Train","Unpred",0,18,41,"ThemeAOI",-0.239229689065834,10.3511904761905,0.439024390243902,-0.245122458032985,0.724270393877557,0,-0.430945803685667,0.481812055829716,-0.458578365873336,0.3875694570443,-0.29489613910929,0.202756327304059,-0.125744136217209
"1122","SE25","Train","Unpred",1,19,42,"ThemeAOI",-0.186585955580412,10.656976744186,0.452380952380952,-0.191055236762709,0.737706833893344,0.1,-0.364646449272488,0.259437260831386,-0.0352752589133336,-0.208691246100777,0.385633412681379,-0.45230257629367,0.415922912103075
"1123","SE25","Train","Unpred",2,22,44,"ThemeAOI",0,11.25,0.5,0,0.785398163397448,0.2,-0.298347094859308,0.0741249316661101,0.211651553480001,-0.357756421887045,0.272211820716268,-0.0155966405618529,-0.261160898297281
"1124","SE25","Train","Unpred",3,26,43,"ThemeAOI",0.414943852062708,10.5397727272727,0.604651162790698,0.424883193965266,0.890828877381786,0.3,-0.232047740446129,-0.0741249316661101,0.314270488500608,-0.249345384951578,-0.0577419013640573,0.321857946140012,-0.310403357235485
"1125","SE25","Train","Unpred",4,28,48,"ThemeAOI",0.329479201130242,11.9234693877551,0.583333333333333,0.336472236621213,0.869122203007293,0.4,-0.165748386032949,-0.185312329165275,0.304649963342426,-0.0352335870040276,-0.286647296057282,0.262307136722036,0.0835363142701706
"1126","SE25","Train","Unpred",5,24,46,"ThemeAOI",0.0851578083403068,11.7287234042553,0.521739130434783,0.0870113769896297,0.807144148792506,0.5,-0.0994490316197694,-0.259437260831385,0.214858395199395,0.170747383173363,-0.299020560635294,-0.0354469103678429,0.329748608961211
"1127","SE25","Train","Unpred",6,24,46,"ThemeAOI",0.0851578083403068,11.7287234042553,0.521739130434783,0.0870113769896297,0.807144148792506,0.6,-0.0331496772065898,-0.29649972666444,0.0769642012654549,0.292709799725765,-0.123732645780122,-0.283575282942741,0.175865924779315
"1128","SE25","Train","Unpred",7,24,46,"ThemeAOI",0.0851578083403068,11.7287234042553,0.521739130434783,0.0870113769896297,0.807144148792506,0.7,0.0331496772065898,-0.29649972666444,-0.0769642012654549,0.292709799725765,0.123732645780122,-0.283575282942741,-0.175865924779311
"1129","SE25","Train","Unpred",8,25,46,"ThemeAOI",0.170625517030763,11.6648936170213,0.543478260869565,0.174353387144778,0.828931404571146,0.8,0.0994490316197694,-0.259437260831385,-0.214858395199395,0.170747383173363,0.299020560635294,-0.0354469103678425,-0.329748608961212
"1130","SE25","Train","Unpred",9,12,33,"ThemeAOI",-0.542324290825362,7.90441176470588,0.363636363636364,-0.559615787935423,0.647284848015653,0.9,0.165748386032949,-0.185312329165275,-0.304649963342426,-0.0352335870040272,0.286647296057282,0.262307136722035,-0.0835363142701757
